ref	idx	token	oga_id	oga_postag	gorman_postag	oga_lemma	gorman_lemma	mismatch
1.133.1	104	ξυνομολογοῦντος	t_22396	v-sppamg-		συνομολογέω		
1.133.1	105	καὶ	t_22397	c--------		καί		
1.133.1	106	περὶ	t_22398	r--------		περί		
1.133.1	107	τοῦ	t_22399	l-s---ng-		ὁ		
1.133.1	108	παρόντος	t_22400	v-sppang-		πάρειμι1		
1.133.1	109	οὐκ	t_22401	d--------		οὐ		
1.133.1	110	ἐῶντος	t_22402	v-sppamg-		ἐάω		
1.133.1	111	ὀργίζεσθαι	t_22403	v--pne---		ὀργίζω		
1.133.1	112	,	t_22404	u--------		,		
1.133.1	113	ἀλλὰ	t_22405	c--------		ἀλλά		
1.133.1	114	πίστιν	t_22406	n-s---fa-		πίστις		
1.133.1	115	ἐκ	t_22407	r--------		ἐκ		
1.133.1	116	τοῦ	t_22408	l-s---ng-		ὁ		
1.133.1	117	ἱεροῦ	t_22409	n-s---ng-		ἱερόν		
1.133.1	118	διδόντος	t_22410	v-sppamg-		δίδωμι		
1.133.1	119	τῆς	t_22411	l-s---fg-		ὁ		
1.133.1	120	ἀναστάσεως	t_22412	n-s---fg-		ἀνάστασις		
1.133.1	121	καὶ	t_22413	c--------		καί		
1.133.1	122	ἀξιοῦντος	t_22414	v-sppamg-		ἀξιόω		
1.133.1	123	ὡς	t_22415	d--------		ὡς		
1.133.1	124	τάχιστα	t_22416	a-p---nn-		ταχύς		
1.133.1	125	πορεύεσθαι	t_22417	v--pne---		πορεύω		
1.133.1	126	καὶ	t_22418	c--------		καί		
1.133.1	127	μὴ	t_22419	d--------		μή		
1.133.1	128	τὰ	t_22420	l-p---na-		ὁ		
1.133.1	129	πρασσόμενα	t_22421	v-pppena-		πράσσω		
1.133.1	130	διακωλύειν	t_22422	v--pna---		διακωλύω		
1.133.1	131	.	t_22423	u--------		.		
1.134.1	1	ἀκούσαντες	t_22424	v-papamn-		ἀκούω		
1.134.1	2	δὲ	t_22425	d--------		δέ		
1.134.1	3	ἀκριβῶς	t_22426	d--------		ἀκριβής		
1.134.1	4	τότε	t_22427	d--------		τότε		
1.134.1	5	μὲν	t_22428	d--------		μέν		
1.134.1	6	ἀπῆλθον	t_22429	v3paia---		ἀπέρχομαι		
1.134.1	7	οἱ	t_22430	l-p---mn-		ὁ		
1.134.1	8	ἔφοροι	t_22431	n-p---mn-		ἔφορος		
1.134.1	9	,	t_22432	u--------		,		
1.134.1	10	βεβαίως	t_22433	d--------		βέβαιος		
1.134.1	11	δὲ	t_22434	c--------		δέ		
1.134.1	12	ἤδη	t_22435	d--------		ἤδη		
1.134.1	13	εἰδότες	t_22436	v-prpamn-		οἶδα		
1.134.1	14	ἐν	t_22437	r--------		ἐν		
1.134.1	15	τῇ	t_22438	l-s---fd-		ὁ		
1.134.1	16	πόλει	t_22439	n-s---fd-		πόλις		
1.134.1	17	τὴν	t_22440	l-s---fa-		ὁ		
1.134.1	18	ξύλληψιν	t_22441	n-s---fa-		σύλληψις		
1.134.1	19	ἐποιοῦντο	t_22442	v3piie---		ποιέω		
1.134.1	20	.	t_22443	u--------		.		
1.134.1	21	λέγεται	t_22444	v3spie---		λέγω3		
1.134.1	22	δ’	t_22445	d--------		δέ		
1.134.1	23	αὐτὸν	t_22446	p-s---ma-		αὐτός		
1.134.1	24	μέλλοντα	t_22447	v-sppama-		μέλλω		
1.134.1	25	ξυλληφθήσεσθαι	t_22448	v--fnp---		συλλαμβάνω		
1.134.1	26	ἐν	t_22449	r--------		ἐν		
1.134.1	27	τῇ	t_22450	l-s---fd-		ὁ		
1.134.1	28	ὁδῷ	t_22451	n-s---fd-		ὁδός		
1.134.1	29	,	t_22452	u--------		,		
1.134.1	30	ἑνὸς	t_22453	n-s---mg-		εἷς		
1.134.1	31	μὲν	t_22454	d--------		μέν		
1.134.1	32	τῶν	t_22455	l-p---mg-		ὁ		
1.134.1	33	ἐφόρων	t_22456	n-p---mg-		ἔφορος		
1.134.1	34	τὸ	t_22457	l-s---na-		ὁ		
1.134.1	35	πρόσωπον	t_22458	n-s---na-		πρόσωπον		
1.134.1	36	προσιόντος	t_22459	v-sppamg-		πρόσειμι1		
1.134.1	37	ὡς	t_22460	c--------		ὡς		
1.134.1	38	εἶδε	t_22461	v3saia---		εἶδον		
1.134.1	39	,	t_22462	u--------		,		
1.134.1	40	γνῶναι	t_22463	v--ana---		γιγνώσκω		
1.134.1	41	ἐφ’	t_22464	r--------		ἐπί		
1.134.1	42	ᾧ	t_22465	p-s---nd-		ὅς		
1.134.1	43	ἐχώρει	t_22466	v3siia---		χωρέω		
1.134.1	44	,	t_22467	u--------		,		
1.134.1	45	ἄλλου	t_22468	p-s---mg-		ἄλλος		
1.134.1	46	δὲ	t_22469	c--------		δέ		
1.134.1	47	νεύματι	t_22470	n-s---nd-		πρόσταγμα		
1.134.1	48	ἀφανεῖ	t_22471	a-s---nd-		ἀφανής		
1.134.1	49	χρησαμένου	t_22472	v-sapmmg-		χράω2		
1.134.1	50	καὶ	t_22473	c--------		καί		
1.134.1	51	δηλώσαντος	t_22474	v-sapamg-		δηλόω		
1.134.1	52	εὐνοίᾳ	t_22475	n-s---fd-		εὔνοια		
1.134.1	53	πρὸς	t_22476	r--------		πρός		
1.134.1	54	τὸ	t_22477	l-s---na-		ὁ		
1.134.1	55	ἱερὸν	t_22478	n-s---na-		ἱερόν		
1.134.1	56	τῆς	t_22479	l-s---fg-		ὁ		
1.134.1	57	Χαλκιοίκου	t_22480	n-s---mg-		χαλκίοικος		
1.134.1	58	χωρῆσαι	t_22481	v--ana---		χωρέω		
1.134.1	59	δρόμῳ	t_22482	n-s---md-		δρόμος		
1.134.1	60	καὶ	t_22483	c--------		καί		
1.134.1	61	προκαταφυγεῖν	t_22484	v--ana---		προκαταφεύγω		
1.134.1	62	·	t_22485	u--------		·		
1.134.1	63	ἦν	t_22486	v3siia---		εἰμί		
1.134.1	64	δ’	t_22487	d--------		δέ		
1.134.1	65	ἐγγὺς	t_22488	d--------		ἐγγύς		
1.134.1	66	τὸ	t_22489	l-s---nn-		ὁ		
1.134.1	67	τέμενος	t_22490	n-s---nn-		τέμενος		
1.134.1	68	.	t_22491	u--------		.		
1.134.1	69	καὶ	t_22492	d--------		καί		
1.134.1	70	ἐς	t_22493	r--------		εἰς		
1.134.1	71	οἴκημα	t_22494	n-s---na-		οἴκημα		
1.134.1	72	οὐ	t_22495	d--------		οὐ		
1.134.1	73	μέγα	t_22496	a-s---na-		μέγας		
1.134.1	74	ὃ	t_22497	p-s---nn-		ὅς		
1.134.1	75	ἦν	t_22498	v3siia---		εἰμί		
1.134.1	76	τοῦ	t_22499	l-s---ng-		ὁ		
1.134.1	77	ἱεροῦ	t_22500	n-s---ng-		ἱερόν		
1.134.1	78	ἐσελθών	t_22501	v-sapamn-		εἰσέρχομαι		
1.134.1	79	,	t_22502	u--------		,		
1.134.1	80	ἵνα	t_22503	c--------		ἵνα		
1.134.1	81	μὴ	t_22504	d--------		μή		
1.134.1	82	ὑπαίθριος	t_22505	a-s---mn-		ὑπαίθριος		
1.134.1	83	ταλαιπωροίη	t_22506	v3spoa---		ταλαιπωρέω		
1.134.1	84	,	t_22507	u--------		,		
1.134.1	85	ἡσύχαζεν	t_22508	v3siia---		ἡσυχάζω		
1.134.1	86	.	t_22509	u--------		.		
1.134.2	1	οἱ	t_22510	l-p---mn-		ὁ		
1.134.2	2	δὲ	t_22511	d--------		δέ		
1.134.2	3	τὸ	t_22512	l-s---na-		ὁ		
1.134.2	4	παραυτίκα	t_22513	d--------		παραυτίκα		
1.134.2	5	μὲν	t_22514	d--------		μέν		
1.134.2	6	ὑστέρησαν	t_22515	v3paia---		ὑστερέω		
1.134.2	7	τῇ	t_22516	l-s---fd-		ὁ		
1.134.2	8	διώξει	t_22517	n-s---fd-		διώκω		
1.134.2	9	,	t_22518	u--------		,		
1.134.2	10	μετὰ	t_22519	r--------		μετά		
1.134.2	11	δὲ	t_22520	c--------		δέ		
1.134.2	12	τοῦτο	t_22521	p-s---na-		οὗτος		
1.134.2	13	τοῦ	t_22522	l-s---ng-		ὁ		
1.134.2	14	τε	t_22523	d--------		τε		
1.134.2	15	οἰκήματος	t_22524	n-s---ng-		οἴκημα		
1.134.2	16	τὸν	t_22525	l-s---na-		ὁ		
1.134.2	17	ὄροφον	t_22526	n-s---na-		ὄροφος		
1.134.2	18	ἀφεῖλον	t_22527	v3paia---		ἀφαιρέω		
1.134.2	19	καὶ	t_22528	d--------		καί		
1.134.2	20	τὰς	t_22529	l-p---fa-		ὁ		
1.134.2	21	θύρας	t_22530	n-p---fa-		θύρα		
1.134.2	22	ἔνδον	t_22531	d--------		ἔνδον		
1.134.2	23	ὄντα	t_22532	v-pppana-		εἰμί		
1.134.2	24	τηρήσαντες	t_22533	v-papamn-		τηρέω		
1.134.2	25	αὐτὸν	t_22534	p-s---ma-		αὐτός		
1.134.2	26	καὶ	t_22535	c--------		καί		
1.134.2	27	ἀπολαβόντες	t_22536	v-papamn-		ἀπολαμβάνω		
1.134.2	28	ἔσω	t_22537	d--------		ἔσω		
1.134.2	29	ἀπῳκοδόμησαν	t_22538	v3paia---		ἀποκαθίστημι		
1.134.2	30	,	t_22539	u--------		,		
1.134.2	31	προσκαθεζόμενοί	t_22540	v-pppemn-		προσκαθέζομαι		
1.134.2	32	τε	t_22541	c--------		τε		
1.134.2	33	ἐξεπολιόρκησαν	t_22542	v3paia---		ἐκπολιορκέω		
1.134.2	34	λιμῷ	t_22543	n-s---md-		λιμός		
1.134.2	35	.	t_22544	u--------		.		
1.134.3	1	καὶ	t_22545	d--------		καί		
1.134.3	2	μέλλοντος	t_22546	v-sppamg-		μέλλω		
1.134.3	3	αὐτοῦ	t_22547	p-s---mg-		αὐτός		
1.134.3	4	ἀποψύχειν	t_22548	v--pna---		ἀποψύχω		
1.134.3	5	ὥσπερ	t_22549	c--------		ὥσπερ		
1.134.3	6	εἶχεν	t_22550	v3siia---		ἔχω		
1.134.3	7	ἐν	t_22551	r--------		ἐν		
1.134.3	8	τῷ	t_22552	l-s---nd-		ὁ		
1.134.3	9	οἰκήματι	t_22553	n-s---nd-		οἴκημα		
1.134.3	10	,	t_22554	u--------		,		
1.134.3	11	αἰσθόμενοι	t_22555	v-papmmn-		αἰσθάνομαι		
1.134.3	12	ἐξάγουσιν	t_22556	v3ppia---		ἐξάγω		
1.134.3	13	ἐκ	t_22557	r--------		ἐκ		
1.134.3	14	τοῦ	t_22558	l-s---ng-		ὁ		
1.134.3	15	ἱεροῦ	t_22559	n-s---ng-		ἱερόν		
1.134.3	16	ἔτι	t_22560	d--------		ἔτι		
1.134.3	17	ἔμπνουν	t_22561	a-s---ma-		ἔμπνους		
1.134.3	18	ὄντα	t_22562	v-sppama-		εἰμί		
1.134.3	19	,	t_22563	u--------		,		
1.134.3	20	καὶ	t_22564	c--------		καί		
1.134.3	21	ἐξαχθεὶς	t_22565	v-sappmn-		ἐξάγω		
1.134.3	22	ἀπέθανε	t_22566	v3saia---		ἀποθνήσκω		
1.134.3	23	παραχρῆμα	t_22567	d--------		παραχρῆμα		
1.134.3	24	.	t_22568	u--------		.		
1.134.4	1	καὶ	t_22569	d--------		καί		
1.134.4	2	αὐτὸν	t_22570	p-s---ma-		αὐτός		
1.134.4	3	ἐμέλλησαν	t_22571	v3paia---		μέλλω		
1.134.4	4	μὲν	t_22572	d--------		μέν		
1.134.4	5	ἐς	t_22573	r--------		εἰς		
1.134.4	6	τὸν	t_22574	l-s---ma-		ὁ		
1.134.4	7	Καιάδαν	t_22575	n-s---ma-		καιάδας		
1.134.4	8	[	t_22576	u--------		[		
1.134.4	9	οὗπερ	t_22577	d--------		οὗπερ		
1.134.4	10	τοὺς	t_22578	l-p---ma-		ὁ		
1.134.4	11	κακούργους	t_22579	a-p---ma-		κακοῦργος		
1.134.4	12	]	t_22580	u--------		]		
1.134.4	13	ἐσβάλλειν	t_22581	v--pna---		εἰσβάλλω		
1.134.4	14	·	t_22582	u--------		·		
1.134.4	15	ἔπειτα	t_22583	d--------		ἔπειτα		
1.134.4	16	ἔδοξε	t_22584	v3saia---		δοκέω		
1.134.4	17	πλησίον	t_22585	d--------		πλησίος		
1.134.4	18	που	t_22586	d--------		πού		
1.134.4	19	κατορύξαι	t_22587	v--ana---		κατορύσσω		
1.134.4	20	.	t_22588	u--------		.		
1.134.4	21	ὁ	t_22589	l-s---mn-		ὁ		
1.134.4	22	δὲ	t_22590	d--------		δέ		
1.134.4	23	θεὸς	t_22591	n-s---mn-		θεός		
1.134.4	24	ὁ	t_22592	l-s---mn-		ὁ		
1.134.4	25	ἐν	t_22593	r--------		ἐν		
1.134.4	26	Δελφοῖς	t_22594	n-p---md-		δελφοί		
1.134.4	27	τόν	t_22595	l-s---ma-		ὁ		
1.134.4	28	τε	t_22596	d--------		τε		
1.134.4	29	τάφον	t_22597	n-s---ma-		τάφος		
1.134.4	30	ὕστερον	t_22598	a-s---na-		ὕστερος		
1.134.4	31	ἔχρησε	t_22599	v3saia---		χράω2		
1.134.4	32	τοῖς	t_22600	l-p---md-		ὁ		
1.134.4	33	Λακεδαιμονίοις	t_22601	n-p---md-		λακεδαιμόνιος		
1.134.4	34	μετενεγκεῖν	t_22602	v--ana---		μεταφέρω		
1.134.4	35	οὗπερ	t_22603	p-s---ng-		οὗπερ		
1.134.4	36	ἀπέθανε	t_22604	v3saia---		ἀποθνήσκω		
1.134.4	37	(	t_22605	u--------		̔		
1.134.4	38	καὶ	t_22606	d--------		καί		
1.134.4	39	νῦν	t_22607	d--------		νῦν		
1.134.4	40	κεῖται	t_22608	v3spie---		κεῖμαι		
1.134.4	41	ἐν	t_22609	r--------		ἐν		
1.134.4	42	τῷ	t_22610	l-s---nd-		ὁ		
1.134.4	43	προτεμενίσματι	t_22611	n-s---nd-		προτεμένισμα		
1.134.4	44	,	t_22612	u--------		,		
1.134.4	45	ὃ	t_22613	p-s---na-		ὅς		
1.134.4	46	γραφῇ	t_22614	n-s---fd-		γραφή		
1.134.4	47	στῆλαι	t_22615	v--ana---		ἵστημι		
1.134.4	48	δηλοῦσι	t_22616	v3ppia---		δηλόω		
1.134.4	49	)	t_22617	u--------		)		
1.134.4	50	καὶ	t_22618	c--------		καί		
1.134.4	51	ὡς	t_22619	c--------		ὡς		
1.134.4	52	ἄγος	t_22620	n-s---nn-		ἄγος		
1.134.4	53	αὐτοῖς	t_22621	p-p---md-		αὐτός		
1.134.4	54	ὂν	t_22622	v-sppann-		εἰμί		
1.134.4	55	τὸ	t_22623	l-s---nn-		ὁ		
1.134.4	56	πεπραγμένον	t_22624	v-srpenn-		πράσσω		
1.134.4	57	δύο	t_22625	a--------		δύο		
1.134.4	58	σώματα	t_22626	n-p---na-		σῶμα		
1.134.4	59	ἀνθ’	t_22627	r--------		ἀντί		
1.134.4	60	ἑνὸς	t_22628	n-s---ng-		εἷς		
1.134.4	61	τῇ	t_22629	l-s---fd-		ὁ		
1.134.4	62	Χαλκιοίκῳ	t_22630	n-s---fd-		χαλκιοίκου		
1.134.4	63	ἀποδοῦναι	t_22631	v--ana---		ἀποδίδωμι		
1.134.4	64	.	t_22632	u--------		.		
1.134.4	65	οἱ	t_22633	l-p---mn-		ὁ		
1.134.4	66	δὲ	t_22634	d--------		δέ		
1.134.4	67	ποιησάμενοι	t_22635	v-papmmn-		ποιέω		
1.134.4	68	χαλκοῦς	t_22636	a-p---ma-		χάλκεος		
1.134.4	69	ἀνδριάντας	t_22637	n-p---ma-		ἀνδριάς		
1.134.4	70	δύο	t_22638	a--------		δύο		
1.134.4	71	ὡς	t_22639	c--------		ὡς		
1.134.4	72	ἀντὶ	t_22640	r--------		ἀντί		
1.134.4	73	Παυσανίου	t_22641	n-s---mg-		παυσανίας		
1.134.4	74	ἀνέθεσαν	t_22642	v3paia---		ἀνατίθημι		
1.134.4	75	.	t_22643	u--------		.		
1.135.1	1	οἱ	t_22644	l-p---mn-		ὁ		
1.135.1	2	δὲ	t_22645	d--------		δέ		
1.135.1	3	Ἀθηναῖοι	t_22646	n-p---mn-		ἀθηναῖος		
1.135.1	4	,	t_22647	u--------		,		
1.135.1	5	ὡς	t_22648	d--------		ὡς		
1.135.1	6	καὶ	t_22649	d--------		καί		
1.135.1	7	τοῦ	t_22650	l-s---mg-		ὁ		
1.135.1	8	θεοῦ	t_22651	n-s---mg-		θεός		
1.135.1	9	ἄγος	t_22652	n-s---na-		ἄγος		
1.135.1	10	κρίναντος	t_22653	v-sapamg-		κρίνω		
1.135.1	11	,	t_22654	u--------		,		
1.135.1	12	ἀντεπέταξαν	t_22655	v3paia---		ἀντεπιστάζω		
1.135.1	13	τοῖς	t_22656	l-p---md-		ὁ		
1.135.1	14	Λακεδαιμονίοις	t_22657	n-p---md-		λακεδαιμόνιος		
1.135.1	15	ἐλαύνειν	t_22658	v--pna---		ἐλαύνω		
1.135.1	16	αὐτό	t_22659	p-s---na-		αὐτός		
1.135.1	17	.	t_22660	u--------		.		
1.135.2	1	τοῦ	t_22661	l-s---mg-		ὁ		
1.135.2	2	δὲ	t_22662	d--------		δέ		
1.135.2	3	μηδισμοῦ	t_22663	n-s---mg-		μηδισμός		
1.135.2	4	τοῦ	t_22664	l-s---mg-		ὁ		
1.135.2	5	Παυσανίου	t_22665	n-s---mg-		παυσανίας		
1.135.2	6	οἱ	t_22666	l-p---mn-		ὁ		
1.135.2	7	Λακεδαιμόνιοι	t_22667	n-p---mn-		λακεδαιμόνιος		
1.135.2	8	πρέσβεις	t_22668	n-p---mn-		πρέσβυς		
1.135.2	9	πέμψαντες	t_22669	v-papamn-		πέμπω		
1.135.2	10	παρὰ	t_22670	r--------		παρά		
1.135.2	11	τοὺς	t_22671	l-p---ma-		ὁ		
1.135.2	12	Ἀθηναίους	t_22672	n-p---ma-		ἀθήναιος		
1.135.2	13	ξυνεπῃτιῶντο	t_22673	v3piie---		συνδιαιτάω		
1.135.2	14	καὶ	t_22674	d--------		καί		
1.135.2	15	τὸν	t_22675	l-s---ma-		ὁ		
1.135.2	16	Θεμιστοκλέα	t_22676	n-s---ma-		θεμιστοκλῆς		
1.135.2	17	,	t_22677	u--------		,		
1.135.2	18	ὡς	t_22678	c--------		ὡς		
1.135.2	19	ηὕρισκον	t_22679	v3piia---		εὑρίσκω		
1.135.2	20	ἐκ	t_22680	r--------		ἐκ		
1.135.2	21	τῶν	t_22681	l-p---fg-		ὁ		
1.135.2	22	περὶ	t_22682	r--------		περί		
1.135.2	23	Παυσανίαν	t_22683	n-s---ma-		παυσανίας		
1.135.2	24	ἐλέγχων	t_22684	n-p---mg-		ἔλεγχος		
1.135.2	25	,	t_22685	u--------		,		
1.135.2	26	ἠξίουν	t_22686	v3piia---		ἀξιόω		
1.135.2	27	τε	t_22687	c--------		τε		
1.135.2	28	τοῖς	t_22688	l-p---md-		ὁ		
1.135.2	29	αὐτοῖς	t_22689	p-p---md-		αὐτός		
1.135.2	30	κολάζεσθαι	t_22690	v--pne---		κολάζω		
1.135.2	31	αὐτόν	t_22691	p-s---ma-		αὐτός		
1.135.2	32	.	t_22692	u--------		.		
1.135.3	1	οἱ	t_22693	l-p---mn-		ὁ		
1.135.3	2	δὲ	t_22694	d--------		δέ		
1.135.3	3	πεισθέντες	t_22695	v-pappmn-		πείθω		
1.135.3	4	(	t_22696	u--------		̔		
1.135.3	5	ἔτυχε	t_22697	v3saia---		τυγχάνω		
1.135.3	6	γὰρ	t_22698	d--------		γάρ		
1.135.3	7	ὠστρακισμένος	t_22699	v-srpemn-		ὁπλίζω		
1.135.3	8	καὶ	t_22700	c--------		καί		
1.135.3	9	ἔχων	t_22701	v-sppamn-		ἔχω		
1.135.3	10	δίαιταν	t_22702	n-s---fa-		δίαιτα		
1.135.3	11	μὲν	t_22703	d--------		μέν		
1.135.3	12	ἐν	t_22704	r--------		ἐν		
1.135.3	13	Ἄργει	t_22705	n-s---nd-		ἄργος		
1.135.3	14	,	t_22706	u--------		,		
1.135.3	15	ἐπιφοιτῶν	t_22707	v-sppamn-		ἐπιφοιτάω		
1.135.3	16	δὲ	t_22708	c--------		δέ		
1.135.3	17	καὶ	t_22709	d--------		καί		
1.135.3	18	ἐς	t_22710	r--------		εἰς		
1.135.3	19	τὴν	t_22711	l-s---fa-		ὁ		
1.135.3	20	ἄλλην	t_22712	a-s---fa-		ἄλλος		
1.135.3	21	Πελοπόννησον	t_22713	n-s---fa-		πελοπόννησος		
1.135.3	22	)	t_22714	u--------		)		
1.135.3	23	πέμπουσι	t_22715	v3ppia---		πέμπω		
1.135.3	24	μετὰ	t_22716	r--------		μετά		
1.135.3	25	τῶν	t_22717	l-p---mg-		ὁ		
1.135.3	26	Λακεδαιμονίων	t_22718	n-p---mg-		λακεδαιμόνιος		
1.135.3	27	ἑτοίμων	t_22719	a-p---mg-		ἑτοῖμος		
1.135.3	28	ὄντων	t_22720	v-pppamg-		εἰμί		
1.135.3	29	ξυνδιώκειν	t_22721	v--pna---		συνδιώκειν		
1.135.3	30	ἄνδρας	t_22722	n-p---ma-		ἀνήρ		
1.135.3	31	οἷς	t_22723	p-p---md-		ὅς		
1.135.3	32	εἴρητο	t_22724	v3slie---		ἐρῶ		
1.135.3	33	ἄγειν	t_22725	v--pna---		ἄγω		
1.135.3	34	ὅπου	t_22726	d--------		ὅπου		
1.135.3	35	ἂν	t_22727	d--------		ἄν		
1.135.3	36	περιτύχωσιν	t_22728	v3pasa---		περιτυγχάνω		
1.135.3	37	.	t_22729	u--------		.		
1.136.1	1	ὁ	t_22730	l-s---mn-		ὁ		
1.136.1	2	δὲ	t_22731	d--------		δέ		
1.136.1	3	Θεμιστοκλῆς	t_22732	n-s---mn-		θεμιστοκλῆς		
1.136.1	4	προαισθόμενος	t_22733	v-sapmmn-		προαισθάνομαι		
1.136.1	5	φεύγει	t_22734	v3spia---		φεύγω		
1.136.1	6	ἐκ	t_22735	r--------		ἐκ		
1.136.1	7	Πελοποννήσου	t_22736	n-s---fg-		πελοπόννησος		
1.136.1	8	ἐς	t_22737	r--------		εἰς		
1.136.1	9	Κέρκυραν	t_22738	n-s---fa-		κέρκυρα		
1.136.1	10	,	t_22739	u--------		,		
1.136.1	11	ὢν	t_22740	v-sppamn-		εἰμί		
1.136.1	12	αὐτῶν	t_22741	p-p---mg-		αὐτός		
1.136.1	13	εὐεργέτης	t_22742	n-s---mn-		εὐεργέτης		
1.136.1	14	.	t_22743	u--------		.		
1.136.1	15	δεδιέναι	t_22744	v--rna---		δείδω		
1.136.1	16	δὲ	t_22745	d--------		δέ		
1.136.1	17	φασκόντων	t_22746	v-pppamg-		φάσκω		
1.136.1	18	Κερκυραίων	t_22747	n-p---mg-		κερυκυραῖος		
1.136.1	19	ἔχειν	t_22748	v--pna---		ἔχω		
1.136.1	20	αὐτὸν	t_22749	p-s---ma-		αὐτός		
1.136.1	21	ὥστε	t_22750	c--------		ὥστε		
1.136.1	22	Λακεδαιμονίοις	t_22751	n-p---md-		λακεδαιμόνιος		
1.136.1	23	καὶ	t_22752	c--------		καί		
1.136.1	24	Ἀθηναίοις	t_22753	n-p---md-		ἀθήναιος		
1.136.1	25	ἀπεχθέσθαι	t_22754	v--anm---		ἀπεχθάνομαι		
1.136.1	26	,	t_22755	u--------		,		
1.136.1	27	διακομίζεται	t_22756	v3spie---		διακομίζω		
1.136.1	28	ὑπ’	t_22757	r--------		ὑπό		
1.136.1	29	αὐτῶν	t_22758	p-p---mg-		αὐτός		
1.136.1	30	ἐς	t_22759	r--------		εἰς		
1.136.1	31	τὴν	t_22760	l-s---fa-		ὁ		
1.136.1	32	ἤπειρον	t_22761	n-s---fa-		ἤπειρος		
1.136.1	33	τὴν	t_22762	l-s---fa-		ὁ		
1.136.1	34	καταντικρύ	t_22763	d--------		καταντικρύ		
1.136.1	35	.	t_22764	u--------		.		
1.136.2	1	καὶ	t_22765	d--------		καί		
1.136.2	2	διωκόμενος	t_22766	v-sppemn-		διώκω		
1.136.2	3	ὑπὸ	t_22767	r--------		ὑπό		
1.136.2	4	τῶν	t_22768	l-p---mg-		ὁ		
1.136.2	5	προστεταγμένων	t_22769	v-prpemg-		προστάσσω		
1.136.2	6	κατὰ	t_22770	r--------		κατά		
1.136.2	7	πύστιν	t_22771	n-s---fa-		πύστις		
1.136.2	8	ᾗ	t_22772	p-p---na-		ὅς		
1.136.2	9	χωροίη	t_22773	v3spoa---		χωρέω		
1.136.2	10	,	t_22774	u--------		,		
1.136.2	11	ἀναγκάζεται	t_22775	v3spie---		ἀναγκάζω		
1.136.2	12	κατά	t_22776	r--------		κατά		
1.136.2	13	τι	t_22777	p-s---na-		τις		
1.136.2	14	ἄπορον	t_22778	a-s---na-		ἄπορος		
1.136.2	15	παρὰ	t_22779	r--------		παρά		
1.136.2	16	Ἄδμητον	t_22780	n-s---ma-		ἄδμητος		
1.136.2	17	τὸν	t_22781	l-s---ma-		ὁ		
1.136.2	18	Μολοσσῶν	t_22782	n-p---mg-		μολοσσός		
1.136.2	19	βασιλέα	t_22783	n-s---ma-		βασιλεύς		
1.136.2	20	ὄντα	t_22784	v-sppama-		εἰμί		
1.136.2	21	αὐτῷ	t_22785	p-s---md-		αὐτός		
1.136.2	22	οὐ	t_22786	d--------		οὐ		
1.136.2	23	φίλον	t_22787	n-s---ma-		φίλος		
1.136.2	24	καταλῦσαι	t_22788	v--ana---		καταλύω		
1.136.2	25	.	t_22789	u--------		.		
1.136.3	1	καὶ	t_22790	d--------		καί		
1.136.3	2	ὁ	t_22791	l-s---mn-		ὁ		
1.136.3	3	μὲν	t_22792	d--------		μέν		
1.136.3	4	οὐκ	t_22793	d--------		οὐ		
1.136.3	5	ἔτυχεν	t_22794	v3saia---		τυγχάνω		
1.136.3	6	ἐπιδημῶν	t_22795	v-sppamn-		ἐπιδημέω		
1.136.3	7	,	t_22796	u--------		,		
1.136.3	8	ὁ	t_22797	l-s---mn-		ὁ		
1.136.3	9	δὲ	t_22798	c--------		δέ		
1.136.3	10	τῆς	t_22799	l-s---fg-		ὁ		
1.136.3	11	γυναικὸς	t_22800	n-s---fg-		γυνή		
1.136.3	12	ἱκέτης	t_22801	n-s---mn-		ἱκέτης		
1.136.3	13	γενόμενος	t_22802	v-sapmmn-		γίγνομαι		
1.136.3	14	διδάσκεται	t_22803	v3spie---		διδάσκω		
1.136.3	15	ὑπ᾽	t_22804	r--------		ὑπό		
1.136.3	16	αὐτῆς	t_22805	p-s---fg-		αὐτός		
1.136.3	17	τὸν	t_22806	l-s---ma-		ὁ		
1.136.3	18	παῖδα	t_22807	n-s---ma-		παῖς		
1.136.3	19	σφῶν	t_22808	p-p---mg-		σφεῖς		
1.136.3	20	λαβὼν	t_22809	v-sapamn-		λαμβάνω		
1.136.3	21	καθέζεσθαι	t_22810	v--pne---		κατάἕζομαι		
1.136.3	22	ἐπὶ	t_22811	r--------		ἐπί		
1.136.3	23	τὴν	t_22812	l-s---fa-		ὁ		
1.136.3	24	ἑστίαν	t_22813	n-s---fa-		ἑστία		
1.136.3	25	.	t_22814	u--------		.		
1.136.4	1	καὶ	t_22815	d--------		καί		
1.136.4	2	ἐλθόντος	t_22816	v-sapamg-		ἔρχομαι		
1.136.4	3	οὐ	t_22817	d--------		οὐ		
1.136.4	4	πολὺ	t_22818	a-s---na-		πολύς		
1.136.4	5	ὕστερον	t_22819	a-s---na-		ὕστερος		
1.136.4	6	τοῦ	t_22820	l-s---mg-		ὁ		
1.136.4	7	Ἀδμήτου	t_22821	n-s---mg-		ἄδμητος		
1.136.4	8	δηλοῖ	t_22822	v3spia---		δηλόω		
1.136.4	9	τε	t_22823	d--------		τε		
1.136.4	10	ὅς	t_22824	p-s---mn-		ὅς		
